source_row_id,names,orig_title,release_year,reason,unmatched_reason,best_candidate_title,best_candidate_original_title,best_candidate_year,best_candidate_tmdb_id,best_candidate_confidence,duplicate_of_tmdb_id
8486,Rope,Rope,1984.0,Confidence below threshold (0.62 < 0.82).,Confidence below threshold (0.62 < 0.82).,The Rope,Al Habil,1984.0,666669.0,0.6166,
8487,Digimon: The Movie,Digimon: The Movie,2001.0,Best title similarity below threshold.,Best title similarity below threshold.,Digimon Tamers: Battle of Adventurers,デジモンテイマーズ 冒険者たちの戦い,2001.0,36200.0,0.619,
8491,Dragon Wars: D-War,디 워,2008.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Dragon Wars: D-War,디 워,2007.0,10253.0,0.8118,
8499,Jokyoshi Nikki 3 Himerareta Sei,女教師日記3 秘められた性,1997.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8507,Big Eyes,Big Eyes,2015.0,Confidence below threshold (0.66 < 0.82).,Confidence below threshold (0.66 < 0.82).,The Making of Big Eyes,The Making of Big Eyes,2015.0,683524.0,0.6564,
8534,Munich,Munich,2006.0,Best title similarity below threshold.,Best title similarity below threshold.,Munich: Mossad's Revenge,Munich: Mossad's Revenge,2006.0,708280.0,0.6571,
8539,C'mon C'mon,C'mon C'mon,2022.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,"C'mon, Let's Go","C'mon, Let's Go",2022.0,1083553.0,0.7112,
8549,Persona,Persona,2004.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,Personal Sergeant,Personal Sergeant,2004.0,179321.0,0.5762,
8550,Red Scorpion,Red Scorpion,1989.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Red Scorpion,Red Scorpion,1988.0,12663.0,0.809,
8557,House,House,1986.0,Best title similarity below threshold.,Best title similarity below threshold.,Film House Fever,Film House Fever,1986.0,255345.0,0.6556,
8568,Wet Woman in the Wind,風に濡れた女,2016.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8575,My Son,My Son,2022.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,My Son,나를 죽여줘,2022.0,766371.0,0.7707,
8592,Little Italy,Little Italy,2019.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Little Italy: Volume II,Little Italy: Volume II,2019.0,1094276.0,0.7729,
8596,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,2012.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8627,Look Who's Talking,Look Who's Talking,1990.0,duplicate_tmdb_id,duplicate_tmdb_id,Look Who's Talking Too,Look Who's Talking Too,1990.0,9356.0,0.882,9356.0
8638,Lunana: A Yak in the Classroom,ལུང་ནག་ན,2022.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8644,Tokyo Decadence,トパーズ,1992.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8654,Ali,Ali,2002.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Alice,Alice,2002.0,1305793.0,0.7894,
8656,Rebecca,Rebecca,1982.0,Confidence below threshold (0.62 < 0.82).,Confidence below threshold (0.62 < 0.82).,"Run Rebecca, Run!","Run Rebecca, Run!",1981.0,467607.0,0.625,
8660,Big Tits Zombie,巨乳ドラゴン 温泉ゾンビVSストリッパー5,2010.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8666,Urotsukidōji: Legend of the Overfiend,超神伝説 うろつき童子,1994.0,Confidence below threshold (0.70 < 0.82).,Confidence below threshold (0.70 < 0.82).,Urotsukidōji III: Return of the Overfiend,超神伝説うろつき童子 未来篇,1993.0,48628.0,0.7043,
8681,Sube y Baja,Sube y Baja,1959.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Up and Down,Sube y baja,1959.0,45189.0,0.7955,
8692,มาลัยใจแตก,มาลัยใจแตก,2023.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8702,Lupin III: The First,ルパン三世 THE FIRST,2021.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8713,The Butler,The Butler,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,Kuroshitsuji: The Most Beautiful Death in the World,千の魂と堕ちた死神,2014.0,216766.0,0.6073,
8729,Escaflowne: The Movie,エスカフローネ,2004.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8747,77+33=?,77+33=?,2023.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8754,The Holy Mountain,La montaña sagrada,2015.0,Confidence below threshold (0.49 < 0.82).,Confidence below threshold (0.49 < 0.82).,"The Gay, the Negro and the Holy Mountain","Der Schwule, der Neger und der heilige Berg",2014.0,509812.0,0.4879,
8763,Category 7: The End of the World,Category 7: The End of the World,2005.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8778,The Way Back,The Way Back,2011.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,The Way Back,돌아오는 길,2011.0,341629.0,0.7511,
8789,Angela's Ashes,Angela's Ashes,2000.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Angela's Ashes,Angela's Ashes,1999.0,10397.0,0.8051,
8796,Pretty Baby: Brooke Shields,Pretty Baby: Brooke Shields,2023.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8798,Lupin the Third vs. Detective Conan,ルパン三世VS名探偵コナン,2015.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8809,Gokuraku sentô: Kyonyû yumomi,極楽銭湯 巨乳湯もみ,2011.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8810,Stan & Ollie,Stan & Ollie,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,Stan & Ollie - Unforgettable Comedies,Stanlio & Ollio - Comiche indimenticabili,2019.0,601471.0,0.5081,
8818,A Grand Day Out,A Grand Day Out,2001.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8827,10,10,1980.0,Best title similarity below threshold.,Best title similarity below threshold.,Men Who Rate a 10,Men Who Rate a 10,1980.0,1318542.0,0.5526,
8849,The Fall,The Fall,2011.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,Among the Fallen,Among the Fallen,2011.0,1181555.0,0.724,
8857,Lincoln,Lincoln,2013.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Saving Lincoln,Saving Lincoln,2013.0,161187.0,0.7691,
8863,4x4,4x4,2020.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,4x4,4x4,2020.0,796025.0,0.7557,
8880,A.I. Rising,A.I. Rising,2020.0,Confidence below threshold (0.59 < 0.82).,Confidence below threshold (0.59 < 0.82).,The Rising Hawk,The Rising Hawk,2019.0,468816.0,0.5944,
8913,"OSS 117: Cairo, Nest of Spies","OSS 117 : Le Caire, nid d'espions",2008.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8938,Song of the Sea,Song of the Sea,2015.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,In the Heart of the Sea,In the Heart of the Sea,2015.0,205775.0,0.712,
8939,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,1987.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8944,An American Tail: The Treasure of Manhattan Island,An American Tail: The Treasure of Manhattan Island,2000.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
8947,Nobody's Fool,Nobody's Fool,2019.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Nobody's Fool,Nobody's Fool,2018.0,514619.0,0.8114,
8950,Time Adventure: 5 Seconds Til Climax,タイム・アバンチュール 絶頂5秒前,1986.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
8952,Rashomon,羅生門,1952.0,Confidence below threshold (0.43 < 0.82).,Confidence below threshold (0.43 < 0.82).,The Rashomon Effect,The Rashomon Effect,,573710.0,0.4341,
8975,Dangerous Liaisons,Les liaisons dangereuses,2022.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8980,Love Story,Love Story,2007.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Lens Love Story,Lens Love Story,2007.0,414021.0,0.8134,
8987,Ted K,Ted K,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,Looking to Get Out: A Comparative Analysis of the Ted Kotcheff Vision,Looking to Get Out: A Comparative Analysis of the Ted Kotcheff Vision,2022.0,1300590.0,0.5059,
8991,Skin,Skin,2018.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8994,Странный дом,Странный дом,2023.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
8998,Chaplin,Chaplin,1993.0,Confidence below threshold (0.63 < 0.82).,Confidence below threshold (0.63 < 0.82).,Chaplinesque,Chaplinesque,1993.0,1101101.0,0.6299,
8999,The Dark Crystal,The Dark Crystal,1983.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,The World of 'The Dark Crystal',The World of 'The Dark Crystal',1983.0,163884.0,0.7554,
9004,Hunter Hunter,Hunter Hunter,2021.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Hunter's Cabin,Hunter's Cabin,2021.0,872737.0,0.7412,
9006,Spencer,Spencer,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,Diana: The Curse of the Spencers,Diana: The Curse of the Spencers,2022.0,1179123.0,0.6193,
9007,Fate/stay night: Unlimited Blade Works,Fate/stay night UNLIMITED BLADE WORKS,2013.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9008,Thank You for Smoking,Thank You for Smoking,2006.0,Best title similarity below threshold.,Best title similarity below threshold.,Unfiltered Comedy: The Making of 'Thank You For Smoking',Unfiltered Comedy: The Making of 'Thank You For Smoking',2006.0,685312.0,0.625,
9028,Never Look Away,Werk ohne Autor,2019.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Never Look Away,Werk ohne Autor,2018.0,423612.0,0.8062,
9033,Femme Fatale,Femme Fatale,2008.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9040,Mom's Friend 5,엄마친구 5,2018.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Mom's Friend 5,엄마친구 5,2018.0,700186.0,1.0,
9045,Hijra in Between,海吉拉,2018.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9051,The Monster,The Monster,2016.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,The Monster,The Monster,2016.0,340103.0,0.9227,
9090,Destruction: Los Angeles,Destruction: Los Angeles,2017.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9094,The Right Stuff,The Right Stuff,1984.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,The Right Stuff,The Right Stuff,1983.0,9549.0,0.8165,
9099,Closed Circuit,Closed Circuit,2013.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,Closed Circuit,Closed Circuit,2013.0,1208379.0,0.9103,
9112,Yi Yi,一一,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,A Paper Marriage,一纸婚约,2017.0,570857.0,0.625,
9113,The Accused,The Accused,1989.0,Confidence below threshold (0.82 < 0.82).,Confidence below threshold (0.82 < 0.82).,The Accused,The Accused,1988.0,10868.0,0.8184,
9119,Nefarious,Nefarious,2023.0,Not released status.,Not released status.,,,,,,
9129,Total Eclipse,Total Eclipse,1997.0,Confidence below threshold (0.64 < 0.82).,Confidence below threshold (0.64 < 0.82).,Total Eclipse of the Heart,Total Eclipse of the Heart,,881163.0,0.6407,
9149,The Jungle Book,The Jungle Book,1994.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9153,Bangkok Dangerous,Bangkok Dangerous,2010.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9182,Twilight,薄暮,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9193,大学生出差服务,大学生出差服务,2019.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9202,Luigi's Mansion: A Nintendo Fan Film,Luigi’s Mansion: A Nintendo Fan Film,2023.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
9223,Kundun,Kundun,1998.0,Best title similarity below threshold.,Best title similarity below threshold.,In Search of 'Kundun' with Martin Scorsese,In Search of 'Kundun' with Martin Scorsese,1998.0,364818.0,0.5819,
9224,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,2023.0,Not released status.,Not released status.,,,,,,
9230,Я хочу! Я буду!,Я хочу! Я буду!,2023.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9240,Sweet November,Sweet November,2003.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9250,Jackie,Jackie,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,From Jackie to Camelot,From Jackie to Camelot,2017.0,733899.0,0.6627,
9271,Balloon,Ballon,2019.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Balloon,དབུགས་ལྒང་།,2019.0,618243.0,0.7686,
9274,The People Under the Stairs,The People Under the Stairs,1992.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,The People Under the Stairs,The People Under the Stairs,1991.0,13122.0,0.8141,
9291,The Court Jester,The Court Jester,2000.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9296,The Killing,The Killing,2013.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,The Killing Joke,The Killing Joke,2013.0,1393251.0,0.8095,
9315,Weekend at Bernie's,Weekend at Bernie's,1990.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Weekend at Bernie's,Weekend at Bernie's,1989.0,8491.0,0.8135,
9324,Last Night,Last Night,2011.0,Best title similarity below threshold.,Best title similarity below threshold.,Last Night of the BBC Proms 2010,Last Night of the BBC Proms 2010,2011.0,90318.0,0.6559,
9325,Bosomy Mom 2,가슴 큰 울 엄마 2,2020.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
9356,Che: Part One,Che: Part One,2009.0,Best title similarity below threshold.,Best title similarity below threshold.,The Girl with the Dragon Tattoo,Män som hatar kvinnor,2009.0,15472.0,0.4332,
9373,Tokyo Story,東京物語,1965.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9409,Beauty and the Beast,La Belle et la Bête,1952.0,Confidence below threshold (0.61 < 0.82).,Confidence below threshold (0.61 < 0.82).,Les contes de mon enfance : La Belle et la Bête,Les contes de mon enfance : La Belle et la Bête,,1507951.0,0.6091,
9410,Beauty and the Beast,La Belle et la Bête,1952.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9418,London,London,2006.0,Confidence below threshold (0.68 < 0.82).,Confidence below threshold (0.68 < 0.82).,London to Brighton,London to Brighton,2006.0,14823.0,0.6807,
9428,Hotel Transylvania: Puppy!,Hotel Transylvania: Puppy!,2017.0,Best title similarity below threshold.,Best title similarity below threshold.,Puppy!,Puppy!,2017.0,459159.0,0.7188,
9432,Redline,レッドライン,2010.0,Confidence below threshold (0.81 < 0.82).,Confidence below threshold (0.81 < 0.82).,Redline,レッドライン,2009.0,71883.0,0.807,
9440,Chain Reaction,Chain Reaction,1997.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Chain Reaction,Chain Reaction,1996.0,12123.0,0.8001,
9445,Happiness,Happiness,1999.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,Happiness Is A Brown Bum!,Happiness Is A Brown Bum!,1999.0,1005931.0,0.6856,
9463,Gaslight,Gaslight,1945.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Gaslight Follies,Gaslight Follies,1945.0,412066.0,0.761,
9486,Sweat,Sweat,2021.0,Confidence below threshold (0.76 < 0.82).,Confidence below threshold (0.76 < 0.82).,Sweat,Sweat,2021.0,1391265.0,0.7557,
9526,The Birth of a Nation,The Birth of a Nation,1915.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9532,Blow Out,Blow Out,1982.0,Confidence below threshold (0.57 < 0.82).,Confidence below threshold (0.57 < 0.82).,Blow Up,怒火風雲,1982.0,1109540.0,0.5715,
9544,Pinocchio,Pinocchio,2002.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9545,Pinocchio,Pinocchio,2002.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9569,Holy Smoke,Holy Smoke,2000.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,Holy Smoke,Holy Smoke,2000.0,1453853.0,0.7424,
9616,Hostile,Hostile,2017.0,duplicate_tmdb_id,duplicate_tmdb_id,Hostiles,Hostiles,2017.0,384680.0,0.8814,384680.0
9618,Conversations in front of the camera,Разговоры перед камерой,2023.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
9633,Trespass,Trespass,2014.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Trespass!,Trespass!,,1692671.0,0.7716,
9643,Alice in Wonderland,Alice in Wonderland,1999.0,Duplicate normalized title + year.,Duplicate normalized title + year.,,,,,,
9660,Sex and Fury,不良姐御伝 猪の鹿お蝶,1973.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9684,The Adventures of Milo and Otis,子猫物語,1990.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9685,A Charlie Brown Christmas,A Charlie Brown Christmas,2000.0,Confidence below threshold (0.71 < 0.82).,Confidence below threshold (0.71 < 0.82).,The Making of 'A Charlie Brown Christmas',The Making of 'A Charlie Brown Christmas',2001.0,746008.0,0.7109,
9693,Samsara,Samsara,2013.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Samsara,Samsara,,1504202.0,0.7914,
9753,Wild,Wild,2015.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Wild Home,Wild Home,2015.0,1573964.0,0.7457,
9755,Trash,Trash,2015.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Trash,Хлам,2015.0,948008.0,0.7667,
9772,Minions: Orientation Day,Minions: Orientation Day,2010.0,Confidence below threshold (0.80 < 0.82).,Confidence below threshold (0.80 < 0.82).,Orientation Day,Orientation Day,2010.0,54559.0,0.8004,
9779,Samba,Samba,2015.0,Confidence below threshold (0.69 < 0.82).,Confidence below threshold (0.69 < 0.82).,O Samba,O Samba,2015.0,338816.0,0.693,
9797,Jumanji: Level One,Jumanji: Level One,2021.0,No TMDB candidates found.,No TMDB candidates found.,,,,,0.0,
9802,On the Waterfront,On the Waterfront,1984.0,Best title similarity below threshold.,Best title similarity below threshold.,Brass,Brass,1985.0,281266.0,0.3887,
9809,Holes,Holes,2014.0,Best title similarity below threshold.,Best title similarity below threshold.,Holes in the Mountain,Holes in the Mountain,2014.0,665161.0,0.6369,
9812,American Wrestler: The Wizard,American Wrestler: The Wizard,2021.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9844,Destroyer,Destroyer,2019.0,Best title similarity below threshold.,Best title similarity below threshold.,Breakpoint: A Counter History of Progress,L'Homme a mangé la Terre,2019.0,600127.0,0.4195,
9877,Detective Conan: Haibara Ai Monogatari ~Kurogane no Mystery Train~,名探偵コナン 灰原哀物語~黒鉄のミステリートレイン~,2023.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train,TVシリーズ特別編集版 名探偵コナン 灰原哀物語 黒鉄のミステリートレイン,2023.0,1058906.0,0.7687,
9880,Dersu Uzala,Дерсу Узала,1977.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9881,Madea's Witness Protection,Madea's Witness Protection,2014.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9924,Vampyros Lesbos,Vampyros Lesbos,1974.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9925,Strangers on a Train,Strangers on a Train,2020.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
9946,El día de los albañiles: Los maistros del amor,El día de los albañiles: Los maistros del amor,1982.0,Confidence below threshold (0.77 < 0.82).,Confidence below threshold (0.77 < 0.82).,El día de los albañiles,El día de los albañiles,1982.0,149974.0,0.768,
9967,Maniac,Maniac,2013.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Maniac Too!,Maniac Too!,2013.0,294488.0,0.7846,
9977,The Illusionist,L'Illusionniste,2012.0,Confidence below threshold (0.58 < 0.82).,Confidence below threshold (0.58 < 0.82).,Cosentino - The Grand Illusionist,Cosentino - The Grand Illusionist,2012.0,209171.0,0.5758,
9992,Barely Legal,Barely Legal,2005.0,Confidence below threshold (0.65 < 0.82).,Confidence below threshold (0.65 < 0.82).,Barely Legal Grafters,Barely Legal Grafters,,1097815.0,0.652,
9997,Duck Soup,Duck Soup,1993.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
10009,Hereafte,,,,,,,,,,
10011,Perfumed Garden,Perfumed Garden,2000.0,Confidence below threshold (0.78 < 0.82).,Confidence below threshold (0.78 < 0.82).,Tales of The Kama Sutra: The Perfumed Garden,Tales of The Kama Sutra: The Perfumed Garden,2000.0,261111.0,0.7788,
10031,Tank Girl,Tank Girl,2004.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
10039,To Die For,To Die For,1996.0,Confidence below threshold (0.74 < 0.82).,Confidence below threshold (0.74 < 0.82).,A Face to Die For,A Face to Die For,1996.0,23416.0,0.737,
10044,Rent,Rent,2006.0,Confidence below threshold (0.67 < 0.82).,Confidence below threshold (0.67 < 0.82).,Up for Rent,Up for Rent,2006.0,213799.0,0.6689,
10049,Hamilton,Hamilton,2020.0,Best title similarity below threshold.,Best title similarity below threshold.,The Rise Of Lewis Hamilton,The Rise Of Lewis Hamilton,2020.0,1050949.0,0.6419,
10067,Shortcut to Happiness,Shortcut to Happiness,2003.0,Best candidate year differs by more than 1 year.,Best candidate year differs by more than 1 year.,,,,,0.0,
10106,Black Book,Zwartboek,2007.0,Confidence below threshold (0.75 < 0.82).,Confidence below threshold (0.75 < 0.82).,Black Book,Zwartboek,2006.0,9075.0,0.7538,
10111,The New World,The New World,2006.0,Confidence below threshold (0.79 < 0.82).,Confidence below threshold (0.79 < 0.82).,Making 'The New World',Making 'The New World',2006.0,285594.0,0.7854,
10119,Flee,Flugt,2022.0,Best title similarity below threshold.,Best title similarity below threshold.,Flugtkongens datter,Flugtkongens datter,2022.0,1054847.0,0.6625,
10128,After Hours,After Hours,1985.0,Ambiguous candidates with similar confidence.,Ambiguous candidates with similar confidence.,After Hours,After Hours,1985.0,10843.0,0.867,
10142,The Mission,The Mission,1987.0,Confidence below threshold (0.72 < 0.82).,Confidence below threshold (0.72 < 0.82).,The Mission: Crusade,The Mission: Crusade,1987.0,637638.0,0.7233,
10143,Shanghai,Shanghai,2012.0,Confidence below threshold (0.73 < 0.82).,Confidence below threshold (0.73 < 0.82).,Shanghai,शंघाई,2012.0,100681.0,0.7301,
10156,It Happened One Night,It Happened One Night,2001.0,Confidence below threshold (0.62 < 0.82).,Confidence below threshold (0.62 < 0.82).,It Happened One Night,股肥肆仆街,,1509303.0,0.616,
10168,Marshall,Marshall,2020.0,Best title similarity below threshold.,Best title similarity below threshold.,The Happy Days of Garry Marshall,The Happy Days of Garry Marshall,2020.0,705088.0,0.6161,
